expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
NA,Sam Kahl,213 Lakeside Terrace  Bel Air  Maryland 21014,Individual,300,Cassilly  Bob Citizens for,Media,Media - Website Development,NA,Check,Wordpress.com,Electoral,NA,NA
NA,GoDaddy,2155 E. GoDaddy Way  Tempe  Arizona 85284,Business/Group/Organization,20.17,Cardin  Jon Committee to Elect,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
NA,Kaplan Strategies,2602 Lounsbury Ct  Kissimmee  Florida 34746,Business/Group/Organization,1300,Cardin  Jon Committee to Elect,Media,Online Advertising,NA,Check,NA,Electoral,Reimbursement,NA
NA,Jay Berends,3201 Jourdan Court  Abingdon  Maryland 21009,Individual,100,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
NA,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),250,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
NA,Sam Kahl,213 Lakeside Terrace  Bel Air  Maryland 21014,Individual,200,Cassilly  Bob Citizens for,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
NA,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),250,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
NA,Anthony Tilghman,6614 Atwood Street  District Heights  Maryland 20747,Business/Group/Organization,200,Queen  Belinda Friends of,Media,Consulting Fees - Media,NA,Wire Transfer,NA,Electoral,Photo's for the event.,NA
NA,Trembling Giant Marketing,727 Old Liberty Road  Sykesville  Maryland 21784,Business/Group/Organization,198,Rothstein  Ed Friends of (COL  Ret.),Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Trembling Giant Marketing,727 Old Liberty Road  Sykesville  Maryland 21784,Business/Group/Organization,198,Rothstein  Ed Friends of (COL  Ret.),Media,Book/Brochure Advertising,NA,Check,NA,Electoral,Invoice 7244,NA
NA,Trembling Giant Marketing,727 Old Liberty Road  Sykesville  Maryland 21784,Business/Group/Organization,198,Rothstein  Ed Friends of (COL  Ret.),Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Bluehost-Endurance International Group,10 Corporate Drive  Suite #300  Burlington  Massachusetts 01803,Business/Group/Organization,176.91,Rothstein  Ed Friends of (COL  Ret.),Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,Renewal of website / domain,NA
NA,Trembling Giant Marketing,727 Old Liberty Road  Sykesville  Maryland 21784,Business/Group/Organization,198,Rothstein  Ed Friends of (COL  Ret.),Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Bluehost-Endurance International Group,10 Corporate Drive  Suite #300  Burlington  Massachusetts 01803,Business/Group/Organization,180,Rothstein  Ed Friends of (COL  Ret.),Media,Media - Website Development,NA,EFT,NA,Electoral,Automatic renewal,NA
NA,Trembling Giant Marketing,727 Old Liberty Road  Sykesville  Maryland 21784,Business/Group/Organization,198,Rothstein  Ed Friends of (COL  Ret.),Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Trembling Giant Marketing,727 Old Liberty Road  Sykesville  Maryland 21784,Business/Group/Organization,198,Rothstein  Ed Friends of (COL  Ret.),Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,84.8,Ahmed  Raaheela Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,WEB EDITOR DESIGN SERVICES  INC.,P.O. Box 1595  Amherst  New York 14226,Business/Group/Organization,105,Fraser-Hidalgo  (David) For 15,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
NA,SANDGLASS,2227 Bel Pre Road  #184  SILVER SPRING  Maryland 20906,Business/Group/Organization,500,Fraser-Hidalgo  (David) For 15,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
NA,SANDGLASS,2227 Bel Pre Road  #184  SILVER SPRING  Maryland 20906,Business/Group/Organization,1230,Fraser-Hidalgo  (David) For 15,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
NA,SANDGLASS,2227 Bel Pre Road  #184  SILVER SPRING  Maryland 20906,Business/Group/Organization,75,Fraser-Hidalgo  (David) For 15,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
NA,Squarespace  Inc.,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,20,Metro DC Democratic Socialists of America Solidarity PAC,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Domain name.,NA
NA,Applied integrated Marketing & Design,7614 Charlton Avenue  College Park  Maryland 20740,Business/Group/Organization,300,Benson  Joanne C. Friends Of,Media,Media - Website Development,NA,Check,NA,Electoral,SJB-PS-1101-SLA-0004 PERIOD 1/1/2020 - 3/31/2021,NA
NA,Applied integrated Marketing & Design,7614 Charlton Avenue  College Park  Maryland 20740,Business/Group/Organization,300,Benson  Joanne C. Friends Of,Media,Media - Website Development,NA,Check,NA,Electoral,SERVICE COVERED 4/1/2021 - 6/30/2021,NA
NA,Applied integrated Marketing & Design,7614 Charlton Avenue  College Park  Maryland 20740,Business/Group/Organization,300,Benson  Joanne C. Friends Of,Media,Media - Website Development,NA,Check,NA,Electoral,FOR PERIOD 7/1/2021 - 9/30/2021,NA
NA,Applied integrated Marketing & Design,7614 Charlton Avenue  College Park  Maryland 20740,Business/Group/Organization,300,Benson  Joanne C. Friends Of,Media,Media - Website Development,NA,Check,NA,Electoral,Website design between 10/1/2021 - 1/31/2021,NA
NA,Wix.com LTD,40 Namal  Tel Aviv  ISRAEL,Business/Group/Organization,276,Burnam  Lisa Friends of,Media,Media - Website Development,NA,Credit Card/MasterCard,NA,Electoral,Purchase for a year,NA
NA,Twitter,1355 Market Street  Suite 900  San Francisco  California 94103,Business/Group/Organization,8.02,Burnam  Lisa Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,Advertising on twitter.,NA
NA,DANNIELLE M  GLAROS,4800 Sheridan Street  Riverdale Park  Maryland 20737,Self (Candidate),460.2,Glaros  Dannielle Friends of,Media,Media - Website Development,NA,Check,Nation Builder,Electoral,Website hosting cost,NA
NA,WIX.com LTD,40 Namal  Israel  Tel Aviv  Maryland 20791,Business/Group/Organization,155,Prince George's County Democratic Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Recurring payment for WIX website,NA
NA,zoom.us San Jose Headquarters,55 Almaden Boulevard. 6th Floor  San Jose  California 95113,Business/Group/Organization,163.39,Prince George's County Democratic Central Committee,Media,Videos,NA,Debit Card,NA,Electoral,Recurring payment for Zoom account,NA
NA,SPM Strategies  LLC,5612 Herberts Crossing Drive  Burke  Virginia 22015,Business/Group/Organization,1900,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
NA,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),932.41,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
NA,Wix.com  Inc.,500 Terry A Francois Blvd Fl 6  San Francisco  California 94158-2230,Business/Group/Organization,17,Washington County Republican Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,monthly fee  Invoice # 852399381,NA
NA,Wix.com  Inc.,500 Terry A Francois Blvd Fl 6  San Francisco  California 94158,Business/Group/Organization,17,Washington County Republican Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Wix - monthly fee Invoice # 878036761,NA
NA,EZPolitix,314 N 115th Street  Omaha  Nebraska 68154,Business/Group/Organization,20.04,Washington County Republican Central Committee,Media,Phones / Robo calls,NA,Check,NA,Electoral,Invoice # 12F4B9C0-0001 - Williamsport Elections Text Messages,NA
NA,Jeremiah DeWolf,4709 Mt Briar Rd  Keedysville  Maryland 21756,Individual,47.88,Washington County Republican Central Committee,Media,Media - Website Development,NA,Check,Wix.com LTD,Electoral,Inv# 847655133  Events Calendar - website - Annual Fee,NA
NA,Wix.com  Inc.,500 Terry A Francois Blvd Fl 6  San Francisco  California 94158-2230,Business/Group/Organization,17,Washington County Republican Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Monthly Fee - Invoice # 902074601,NA
NA,Wix.com  Inc.,500 Terry A Francois Blvd Fl 6  San Francisco  California 94158-2230,Business/Group/Organization,17,Washington County Republican Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Monthly Fee Invoice # 928117123,NA
NA,Wix.com  Inc.,500 Terry A Francois Blvd Fl 6  San Francisco  California 94158,Business/Group/Organization,17,Washington County Republican Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Monthly Fee - Invoice # 937707932,NA
NA,Wix.com  Inc.,500 Terry A Francois Blvd Fl 6  San Francisco  California 94158-2230,Business/Group/Organization,17,Washington County Republican Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Monthly Fee - June,NA
NA,Wix.com  Inc.,500 Terry A Francois Blvd Fl 6  San Francisco  California 94158-2230,Business/Group/Organization,17,Washington County Republican Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Monthly Fee - Invoice # 966157101,NA
NA,Wix.com  Inc.,500 Terry A Francois Blvd Fl 6  San Francisco  California 94158-2230,Business/Group/Organization,17,Washington County Republican Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Monthly Fee Invoice # 961311939,NA
NA,Wix.com  Inc.,500 Terry A Francois Blvd Fl 6  San Francisco  California 94158-2230,Business/Group/Organization,17,Washington County Republican Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Electoral,monthly fee - Invoice # 970952105,NA
NA,Northern High School,86 Pride Parkway  Accident  Maryland 21520,Business/Group/Organization,50,Bittinger  Bill(William) Citizens to Elect,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Garrett County Republican Central Committee,1655 Mayhew Inn Rd  Oakland  Maryland 21550,Business/Group/Organization,50,Bittinger  Bill(William) Citizens to Elect,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,Lincoln Day Dinner Ad,NA
NA,Where What,6016 Clover Rd.  Baltimore  Maryland 21215,Business/Group/Organization,500,Rosenberg  Sandy Citizens For,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,ISD LLC,360 Gatewater Ct  Glen Burnie  Maryland 21060,Business/Group/Organization,2000,Simonaire  Bryan Citizens For,Media,Videos,NA,Check,NA,Electoral,NA,NA
NA,Morgan Stanley,1775 Eye Street NW  2nd Floor  Washington  District Of Columbia 20006,Business/Group/Organization,300000,Alsobrooks  Angela Friends Of,Media,TV,NA,Wire Transfer,NA,Electoral,NA,NA
NA,Federal Media Solutions LLC,10107 Legacy Court  Clinton  Maryland 20735,Business/Group/Organization,3000,Alsobrooks  Angela Friends Of,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
NA,JAMES MATTHEW  MORGAN,PO Box 136  Charlotte Hall  Maryland 20622,Self (Candidate),854.77,Morgan  Matt Citizens For,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
NA,"Christmas in April - St. Mary""s",PO Box 705  Hollywood  Maryland 20636,Business/Group/Organization,100,Morgan  Matt Citizens For,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
NA,Grantsville Lions Club,PO Box 450  Grantsville  Maryland 21536,Business/Group/Organization,100,Bittinger  Bill(William) Citizens to Elect,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,Oktoberfest Advertising,NA
NA,Southern High Soccer,345 Oakland Drive  OAkland  Maryland 21550,Business/Group/Organization,40,Bittinger  Bill(William) Citizens to Elect,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,Soccer Program Ad,NA
NA,Northern High School,86 Pride Parkway  Accident  Maryland 21520,Business/Group/Organization,25,Bittinger  Bill(William) Citizens to Elect,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,Basketball Ad,NA
NA,Mid-Atlantic Media,11459 Cornhill Dr.  Suite A  Owings Mills  Maryland 21117,Business/Group/Organization,730,Rosenberg  Sandy Citizens For,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Staiman Design,17 Warren Rd.  Baltimore  Maryland 21208,Business/Group/Organization,72,Rosenberg  Sandy Citizens For,Media,Graphic Design,NA,Check,NA,Electoral,NA,NA
NA,Baltimore Jewish Home,600 Reisterstown rd  Suite 600A  Baltimore  Maryland 21208,Business/Group/Organization,300,Rosenberg  Sandy Citizens For,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Staiman Design,17 Warren Rd.  Baltimore  Maryland 21208,Business/Group/Organization,553.5,Rosenberg  Sandy Citizens For,Media,Graphic Design,NA,Check,NA,Electoral,NA,NA
NA,Mid-Atlantic Media,11459 Cornhill Dr.  Suite A  Owings Mills  Maryland 21117,Business/Group/Organization,730,Rosenberg  Sandy Citizens For,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Where What,6016 Clover Rd.  Baltimore  Maryland 21215,Business/Group/Organization,500,Rosenberg  Sandy Citizens For,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Staiman Design,17 Warren Rd.  Baltimore  Maryland 21208,Business/Group/Organization,74.7,Rosenberg  Sandy Citizens For,Media,Graphic Design,NA,Check,NA,Electoral,NA,NA
NA,Baltimore Jewish Home,600 Reisterstown rd  Suite 600A  Baltimore  Maryland 21208,Business/Group/Organization,300,Rosenberg  Sandy Citizens For,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,VM Corporation,6019 Highgate Dr.  Baltimore  Maryland 21215,Business/Group/Organization,263,Rosenberg  Sandy Citizens For,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Brough Schamp Photography,6907 Avondale Rd.  Baltimore  Maryland 21212,Business/Group/Organization,2000,Rosenberg  Sandy Citizens For,Media,Videos,NA,Check,NA,Electoral,NA,NA
NA,Amy Ginsburg,4850 CLOISTER DRIVE  ROCKVILLE  Maryland 20852,Business/Group/Organization,200,Ginsburg  Amy Committee to Elect,Media,Graphic Design,NA,Electronic Check,Matt Felperin,Electoral,NA,NA
NA,Amy Ginsburg,4850 CLOISTER DRIVE  ROCKVILLE  Maryland 20852,Business/Group/Organization,206.06,Ginsburg  Amy Committee to Elect,Media,Media - Website Development,NA,Credit Card/MasterCard,Square Space,Electoral,NA,NA
NA,Montgomery County Democratic Central Committee,12320 Parklawn Drive  Suite 210  Rockville  Maryland 20852,Party Central,100,Schwartz  Paul for Montgomery County,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Eruv List,6003 Western Run Dr.  Baltimore  Maryland 21209,Business/Group/Organization,355,Rosenberg  Sandy Citizens For,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),484.2,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
NA,Jenna Kahl,2805 Oakcrest Avenue  Baltimore  Maryland 21234,Individual,200,Cassilly  Bob Citizens for,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
NA,Chesapeake Bay Area Charities,c/o Joyce Hess  2509 Claret Drive  Fallston  Maryland 21047,Business/Group/Organization,300,Cassilly  Bob Citizens for,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
NA,Sam Kahl,213 Lakeside Terrace  Bel Air  Maryland 21014,Individual,200,Cassilly  Bob Citizens for,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
NA,Wix.com,500 Terry Francois Blvd  6th Fl  San Francisco  California 94158,Business/Group/Organization,204,Simpson  Karen Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
NA,Vernon Wade,7102 Polly Ct  Fort Washington  Maryland 20744,Individual,410.3,Wade  Vernon Friends of,Media,Online Advertising,NA,Check,FaceBook Inc.,Electoral,NA,NA
NA,Angela Wade,7102 Polly Ct  Fort Washington  Maryland 20744,Spouse (Candidate),168,Wade  Vernon Friends of,Media,Media - Website Development,NA,Check,WIX. Com,Electoral,NA,NA
NA,Robinson Information Systems Contracting and Consulting Management,7141 Allentown Rd  Fort Washington  Maryland 20744,Business/Group/Organization,250,Wade  Vernon Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
NA,WIX.com,Tel Aviv- Yafo  Tel Aviv  ISRAEL,Business/Group/Organization,6,Wade  Vernon Friends of,Media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
NA,PRESTEAGE MEDIA,12530 GREAT PARK CIRCLE  APT. 203  GERMANTOWN  Maryland 20876,Business/Group/Organization,1000,Barrie  Fatmata  for County Council,Media,Videos,NA,EFT,NA,Electoral,NA,NA
NA,Lynde Pratt,1313 W. 40th Street  Baltimore  Baltimore City  Maryland 21211,Individual,550.28,Shulman  Kathryn Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
NA,Lynde Pratt,1313 W. 40th Street  Baltimore  Baltimore City  Maryland 21211,Individual,75,Shulman  Kathryn Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
NA,Lynde Pratt,1313 W. 40th Street  Baltimore  Baltimore City  Maryland 21211,Individual,150,Shulman  Kathryn Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
NA,Lynde Pratt,1313 W. 40th Street  Baltimore  Baltimore City  Maryland 21211,Individual,225,Shulman  Kathryn Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
NA,Meta,1 Hacker Way  Menlo Park  California 94024,Business/Group/Organization,70.7,Hazel  Kristin Parents for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Weebly Services,460 Bryant St  San Francisco  California 94107,Business/Group/Organization,30.74,Baltimore County Democratic Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Administrative,NA,NA
NA,Frank Caskin,12107 Whipperwill Lane  Rockvile  Maryland 20852,Individual,4350,Segal  Jerome M. for Governor,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
NA,Willard Global Strategies,10032 Hartford Maroon Rd  Orlando  Florida 32827,Business/Group/Organization,3500,Segal  Jerome M. for Governor,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
NA,EIG Homestead,305 Walnut Street  Redwood City  California 94063,Business/Group/Organization,16.99,Hill  Terri Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,EIG Homestead,305 Walnut Street  Redwood City  California 94063,Business/Group/Organization,210,Hill  Terri Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,EIG Homestead,305 Walnut Street  Redwood City  California 94063,Business/Group/Organization,16.99,Hill  Terri Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,EIG Homestead,305 Walnut Street  Redwood City  California 94063,Business/Group/Organization,70,Hill  Terri Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,EIG Homestead,305 Walnut Street  Redwood City  California 94063,Business/Group/Organization,16.99,Hill  Terri Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,EIG Homestead,305 Walnut Street  Redwood City  California 94063,Business/Group/Organization,16.99,Hill  Terri Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,EIG Homestead,305 Walnut Street  Redwood City  California 94063,Business/Group/Organization,16.99,Hill  Terri Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,EIG Homestead,305 Walnut Street  Redwood City  California 94063,Business/Group/Organization,16.99,Hill  Terri Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,EIG Homestead,305 Walnut Street  Redwood City  California 94063,Business/Group/Organization,16.99,Hill  Terri Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,EIG Homestead,305 Walnut Street  Redwood City  California 94063,Business/Group/Organization,16.99,Hill  Terri Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,EIG Homestead,305 Walnut Street  Redwood City  California 94063,Business/Group/Organization,16.99,Hill  Terri Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,EIG Homestead,305 Walnut Street  Redwood City  California 94063,Business/Group/Organization,17.19,Hill  Terri Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,Blueprint Interactive,2307 N. Trenton St.  Arlington  Virginia 22207,Business/Group/Organization,4125,Goldberg  Scott for County Council,Media,Videos,NA,Check,NA,Electoral,NA,NA
NA,Blueprint Interactive,2307 N. Trenton St.  Arlington  Virginia 22207,Business/Group/Organization,250,Goldberg  Scott for County Council,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
NA,Carroll County Dance Center,6300 Georgetown Blvd  Suite 105  Sykesville  Maryland 21784,Business/Group/Organization,25,Jozkowski  Amanda People For,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Amanda C  Jozkowski,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),162,Jozkowski  Amanda People For,Media,Media - Website Development,NA,Check,Wix,Electoral,Website Hosting Fees,NA
NA,Amanda C  Jozkowski,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),9.9,Jozkowski  Amanda People For,Media,Media - Website Development,NA,Check,Wix,Electoral,Website Domain Registration,NA
NA,Amanda C  Jozkowski,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),60,Jozkowski  Amanda People For,Media,Media - Website Development,NA,Check,Wix,Electoral,Email Account Setup Fees,NA
NA,Google Domains,1600 Ampitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,23.43,Johnson  Andre Elect,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
NA,No Other Name Studeios,7817 Highpoint Rd  Parkville  Maryland 21234,Business/Group/Organization,250,Judges  Slate Committee To Elect Baltimore Co. Orphans Court,Media,Graphic Design,NA,Check,NA,Electoral,NA,NA
NA,ChangeDigital  LLC,2320 Gracy Farms Lane  Austin  Texas 78758,Business/Group/Organization,1200,Johnson  Andre Elect,Media,Graphic Design,NA,Credit Card/Visa,NA,Electoral,NA,NA
NA,Google Domains,1600 Ampitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,25.44,Johnson  Andre Elect,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,Recurring Expense to keep the website up to date,NA
NA,Google Domains,1600 Ampitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,25.44,Johnson  Andre Elect,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
NA,Google Domains,1600 Ampitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,13.91,Johnson  Andre Elect,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
NA,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,29,Coates  Thomasina Vote,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
NA,Garrett County Republican Central Committee,95 Cathedral St.  Annapolis  Maryland 21401,Business/Group/Organization,40,Edwards  Paul C. Citizens for,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,GARRETT LAKES ARTS FESTIVAL,687 Mosser Rd  McHenry  Maryland 21541,Business/Group/Organization,50,Edwards  Paul C. Citizens for,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Northern Garrett High School,86 Pride Parkway  Accident  Maryland 21520,Business/Group/Organization,100,Edwards  Paul C. Citizens for,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,Soccer program ad,NA
NA,WV News/Garrett Co. Republican,PO Box 2000  Clarksburg  West Virginia 26301,Business/Group/Organization,55.33,Edwards  Paul C. Citizens for,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,Southern Garrett High School,345 Oakland Dr.  Oakland  Maryland 21550,Business/Group/Organization,40,Edwards  Paul C. Citizens for,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,WGW Benefit Golf Tournament,PO Box 1  McHenry  Maryland 21541,Business/Group/Organization,125,Edwards  Paul C. Citizens for,Media,Billboards / Outdoor Advertising,NA,Money Order,NA,Electoral,Cashiers Check,NA
NA,IFrog Marketing Solutions,PO Box 774  Easton  Maryland 21601,Business/Group/Organization,4500,Franklin  Dan for Sheriff,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
NA,IFrog Marketing Solutions,PO Box 774  Easton  Maryland 21601,Business/Group/Organization,750,Franklin  Dan for Sheriff,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
NA,JOLENE Ivey,2700 Valley Way  Cheverly  Prince George’s   Maryland 20785,Individual,50.63,Ivey  Jolene Friends Of,Media,Online Advertising,NA,Check,Go Daddy,Electoral,NA,NA
NA,Mad Mimi/GoDaddy.com LLC,14455 N. Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,62.54,Grammer  Robin L. Jr. Friends of,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
NA,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,750,Grammer  Robin L. Jr. Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
NA,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,125,Grammer  Robin L. Jr. Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
NA,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,125,Grammer  Robin L. Jr. Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
NA,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900,Grammer  Robin L. Jr. Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
NA,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Grammer  Robin L. Jr. Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
NA,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,47.9,Grammer  Robin L. Jr. Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
NA,Mad Mimi/GoDaddy.com LLC,14455 N. Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,62.54,Grammer  Robin L. Jr. Friends of,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
NA,APG Media of Chesapeake LLC,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,500,Grammer  Robin L. Jr. Friends of,Media,Newspaper,NA,Credit Card/Visa,NA,Electoral,NA,NA
NA,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,29,Coates  Thomasina Vote,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,29,Coates  Thomasina Vote,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,29,Coates  Thomasina Vote,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
